High School,Total,New Graduates,Previous Graduates,Success Rank
HÜSEYİN AVNİ SÖZEN ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,3.689
İNEGÖL MEDİHA-HAYRİ ÇELİK FEN LİSESİ (BURSA - İNEGÖL),1,1,0,3.689
İSTANBUL ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,3.689
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),3,3,0,3.689
ABDULKADİR KONUKOĞLU FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,3.689
İSTEK ÖZEL ATANUR OĞUZ FEN LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,3.689
İZMİR KIZ LİSESİ (İZMİR - KONAK),1,1,0,3.689
KADIKÖY ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,3.689
KAMİL MİRAS ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),1,1,0,3.689
KARACABEY ULVİYE MATLI FEN LİSESİ (BURSA - KARACABEY),2,2,0,3.689
KARATAY FEN LİSESİ (KONYA - KARATAY),1,1,0,3.689
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,3.689
MUAMMER DERELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,3.689
NİĞDE FEN LİSESİ (NİĞDE - MERKEZ),1,1,0,3.689
NİLÜFER BORSA İSTANBUL FEN LİSESİ (BURSA - NİLÜFER),1,1,0,3.689
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,3.689
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),1,1,0,3.689
ÖZEL BAHÇEŞEHİR KOLEJİ İSKENDERUN ANADOLU LİSESİ (HATAY - BELEN),1,1,0,3.689
ÖZEL BAHÇEŞEHİR LİSESİ (İSTANBUL - BAŞAKŞEHİR),1,1,0,3.689
ÖZEL BAŞARILI ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),1,1,0,3.689
ÖZEL BİLİM KAMPÜS ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,3.689
ÖZEL ÇAĞ FEN VE TEKNOLOJİ LİSESİ (MERSİN - TARSUS),1,0,1,3.689
ÖZEL ÇEVRE KOLEJİ (İSTANBUL - KADIKÖY),1,1,0,3.689
ÖZEL EDİRNE TED KOLEJİ ANADOLU LİSESİ (EDİRNE - MERKEZ),1,1,0,3.689
ÖZEL GÜNEŞLİ SINAV FEN LİSESİ (İSTANBUL - BAĞCILAR),1,1,0,3.689
ÖZEL ISPARTA BAHÇEŞEHİR ANADOLU LİSESİ (ISPARTA - MERKEZ),1,1,0,3.689
ADNAN MENDERES ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),1,1,0,3.689
ÖZEL İSTEK ANTALYA LARA FEN LİSESİ (ANTALYA - MURATPAŞA),1,1,0,3.689
ÖZEL MARMARA EVLERİ İHLAS FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,1,0,3.689
ÖZEL MUDANYA YOLU FARKLI KALİTE MODERN FEN LİSESİ (BURSA - MUDANYA),1,1,0,3.689
ÖZEL OKYANUS FEN VE PROJE LİSESİ (İSTANBUL - AVCILAR),1,1,0,3.689
ÖZEL YENİ ORTADOĞU FEN LİSESİ (DİYARBAKIR - KAYAPINAR),1,1,0,3.689
PERTEVNİYAL LİSESİ (İSTANBUL - FATİH),1,1,0,3.689
PROF DR. FUAT SEZGİN FEN LİSESİ (İSTANBUL - SİLİVRİ),1,1,0,3.689
PROF. DR. MÜMTAZ TURHAN SOSYAL BİLİMLER LİSESİ (İSTANBUL - BAHÇELİEVLER),1,1,0,3.689
PROF. DR. NABİ AVCI FEN LİSESİ (İSTANBUL - ÜMRANİYE),1,1,0,3.689
SAKARYA CEVAT AYHAN FEN LİSESİ (SAKARYA - ADAPAZARI),1,1,0,3.689
ANTALYA TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (ANTALYA - KEPEZ),1,1,0,3.689
SELÇUKLU FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,3.689
ŞEHİT MÜNİR ALKAN FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,3.689
TÜRK TELEKOM ANADOLU LİSESİ (BATMAN - MERKEZ),2,2,0,3.689
VAN TÜRK TELEKOM FEN LİSESİ (VAN - EDREMİT),2,2,0,3.689
VEFA LİSESİ (İSTANBUL - FATİH),1,1,0,3.689
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),2,2,0,3.689
VEHBİ KOÇ VAKFI KOÇ ÖZEL LİSESİ (İSTANBUL - TUZLA),1,1,0,3.689
YEŞİLKÖY ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),1,1,0,3.689
YUSUF ZİYA ÖNER FEN LİSESİ (ANTALYA - DÖŞEMEALTI),1,1,0,3.689
YÜCEL BORU FEN LİSESİ (KOCAELİ - GEBZE),1,1,0,3.689
ATAKUM ANADOLU İMAM HATİP LİSESİ (SAMSUN - ATAKUM),1,1,0,3.689
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,1,0,3.689
ATATÜRK ANADOLU LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,3.689
CENGİZHAN ANADOLU LİSESİ (İSTANBUL - KAĞITHANE),1,1,0,3.689
Toplam,77,71,6,3.771
ÇİĞLİ FEN LİSESİ (İZMİR - ÇİĞLİ),1,1,0,3.771
ÇORLU BORSA İSTANBUL FEN LİSESİ (TEKİRDAĞ - ÇORLU),1,1,0,3.771
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,0,1,3.771
FATİH ANADOLU LİSESİ (MANİSA - YUNUSEMRE),1,1,0,3.771
GALATASARAY ÜNİVERSİTESİ GALATASARAY LİSESİ (İSTANBUL - BEYOĞLU),1,1,0,3.771
GÖNÜLLÜ HİZMET VAKFI MUSTAFA SAFFET FEN LİSESİ (İSTANBUL - PENDİK),1,1,0,3.771
HAYDARPAŞA LİSESİ (İSTANBUL - ÜSKÜDAR),2,2,0,3.771
HÜSEYİN GİRENES FEN LİSESİ (ANTALYA - ALANYA),1,1,0,3.771
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),1,1,0,3.771
İSMAİL SAFA ÖZLER ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,3.771
ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,3.771
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),4,3,1,3.771
İSTEK ÖZEL KEMAL ATATÜRK ANADOLU LİSESİ (İSTANBUL - SARIYER),1,1,0,3.771
İZMİR FEN LİSESİ (İZMİR - BORNOVA),2,2,0,3.771
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),4,4,0,3.771
KADİR HAS ANADOLU LİSESİ (İSTANBUL - MALTEPE),1,1,0,3.771
KASTAMONU FEN LİSESİ (KASTAMONU - MERKEZ),1,1,0,3.771
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),1,1,0,3.771
MENTEŞE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (MUĞLA - MENTEŞE),1,1,0,3.771
MERAM ANADOLU LİSESİ (KONYA - MERAM),1,1,0,3.771
MUŞ FEN LİSESİ (MUŞ - MERKEZ),1,1,0,3.771
ADANA FEN LİSESİ (ADANA - SEYHAN),1,0,1,3.771
NİŞANTAŞI ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,1,0,3.771
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,3.771
ORTAKLAR FEN LİSESİ (AYDIN - GERMENCİK),1,1,0,3.771
ÖZEL AKDENİZ YÜKSELİŞ FEN LİSESİ (ANTALYA - SERİK),1,1,0,3.771
ÖZEL AMERİKAN ROBERT LİSESİ (İSTANBUL - BEŞİKTAŞ),2,2,0,3.771
ÖZEL BAHÇEŞEHİR LİSESİ (İSTANBUL - BAŞAKŞEHİR),1,1,0,3.771
ÖZEL ÇANKAYA BAHÇEŞEHİR KOLEJİ 50.YIL FEN VE TEKNOLOJİ LİSESİ (ANKARA - ÇANKAYA),1,1,0,3.771
ÖZEL DİLTAŞ ANADOLU LİSESİ (KONYA - MERAM),1,1,0,3.771
ÖZEL FORM KAMPÜS FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,3.771
ÖZEL ISPARTA BAHÇEŞEHİR ANADOLU LİSESİ (ISPARTA - MERKEZ),1,1,0,3.771
ADANA TİCARET ODASI ANADOLU LİSESİ (ADANA - SARIÇAM),1,0,1,3.771
ÖZEL İZMİR BAHÇEŞEHİR KOLEJİ ELLİNCİ YIL FEN VE TEKNOLOJİ LİSESİ (İZMİR - BORNOVA),1,1,0,3.771
ÖZEL KUMLUCA SINAV ANADOLU LİSESİ (ANTALYA - KUMLUCA),1,1,0,3.771
ÖZEL MATBİLİM KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,3.771
ÖZEL MERSİN ELİT KOLEJİ FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,3.771
ÖZEL NAKKAŞTEPE BAHÇEŞEHİR KOLEJİ 50. YIL FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,3.771
ÖZEL NOVA ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,3.771
ÖZEL SANKO FEN VE TEKNOLOJİ LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,3.771
ÖZEL ŞANLIURFA YÜKSELİŞ KOLEJİ FEN VE TEKNOLOJİ LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,3.771
ÖZEL TAN FEN LİSESİ (BURSA - NİLÜFER),1,1,0,3.771
REKABET KURUMU CUMHURİYET FEN LİSESİ (DİYARBAKIR - YENİŞEHİR),1,1,0,3.771
AKSU FEN LİSESİ (ANTALYA - AKSU),1,1,0,3.771
SAKARYA CEVAT AYHAN FEN LİSESİ (SAKARYA - ADAPAZARI),1,1,0,3.771
SERVETİYE CEPHESİ ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),1,1,0,3.771
ŞEHİT MÜNİR ALKAN FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,3.771
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,3.771
T.V.ÖZEL ŞİŞLİ TERAKKİ LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,3.771
TED ANTALYA KOLEJİ ÖZEL LİSESİ (ANTALYA - MURATPAŞA),2,2,0,3.771
TRABZON YOMRA FEN LİSESİ (TRABZON - YOMRA),2,2,0,3.771
UŞAK FEN LİSESİ (UŞAK - MERKEZ),2,2,0,3.771
VEFA LİSESİ (İSTANBUL - FATİH),1,1,0,3.771
YAŞAR ACAR FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,1,0,3.771
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),2,2,0,3.771
YÜCEL BORU FEN LİSESİ (KOCAELİ - GEBZE),2,2,0,3.771
YÜKSEL-İLHAN ALANYALI FEN LİSESİ (İSTANBUL - KARTAL),1,1,0,3.771
ZONGULDAK FEN LİSESİ (ZONGULDAK - MERKEZ),1,0,1,3.771
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,1,0,3.771
AYDIN FEN LİSESİ (AYDIN - EFELER),3,3,0,3.771
CAĞALOĞLU ANADOLU LİSESİ (İSTANBUL - FATİH),1,1,0,3.771
Toplam,13,12,1,3.787
ŞEHİT MUSTAFA SERİN FEN LİSESİ (BALIKESİR - EDREMİT),2,2,0,3.787
TEVFİK İLERİ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,1,0,3.787
TOBB OSMANİYE FEN LİSESİ (OSMANİYE - MERKEZ),1,1,0,3.787
TOKAT MİLLİ PİYANGO İHYA BALAK FEN LİSESİ (TOKAT - MERKEZ),1,1,0,3.787
15 TEMMUZ ŞEHİTLERİ FEN LİSESİ (ÇORUM - MERKEZ),1,1,0,3.787
ERCAN AKIN FEN LİSESİ (BURDUR - MERKEZ),1,0,1,3.787
ESKİŞEHİR ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,3.787
HALİL KALE FEN LİSESİ (MANİSA - TURGUTLU),1,1,0,3.787
KIRIKKALE ATATÜRK ANADOLU LİSESİ (KIRIKKALE - MERKEZ),1,1,0,3.787
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),1,1,0,3.787
MAHMUT CELALEDDİN ÖKTEN ANADOLU İMAM HATİP LİSESİ (TRABZON - ORTAHİSAR),1,1,0,3.787
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,3.787
Toplam,6,4,2,4.035
ATAKUM ANADOLU İMAM HATİP LİSESİ (SAMSUN - ATAKUM),1,0,1,4.035
BURSA ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,1,0,4.035
MALTEPE FEN LİSESİ (İSTANBUL - MALTEPE),1,0,1,4.035
NUSAYBİN ANADOLU LİSESİ (MARDİN - NUSAYBİN),1,1,0,4.035
ÖZEL GEBZE UĞUR ANADOLU LİSESİ (KOCAELİ - GEBZE),1,1,0,4.035
REKABET KURUMU CUMHURİYET FEN LİSESİ (DİYARBAKIR - YENİŞEHİR),1,1,0,4.035
Toplam,12,10,2,4.099
ÖZEL KAHRAMANMARAŞ MODERN BİLİMLER AKADEMİSİ (MBA) FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,4.099
ÖZEL TOROS FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,4.099
SÜMER FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,4.099
ŞEHİT MUSTAFA SERİN FEN LİSESİ (BALIKESİR - EDREMİT),1,1,0,4.099
AKYAZI EYYUP GENÇ FEN LİSESİ (SAKARYA - AKYAZI),1,1,0,4.099
ATATÜRK LİSESİ (İZMİR - KONAK),1,1,0,4.099
BOR ŞEHİT RAMAZAN KONUŞ FEN LİSESİ (NİĞDE - BOR),1,1,0,4.099
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,0,1,4.099
KAHRAMANMARAŞ TOBB FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,4.099
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,4.099
LÜTFİ EGE ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,4.099
MEHMET TEKİNALP ANADOLU LİSESİ (İSTANBUL - TUZLA),1,1,0,4.099
Toplam,15,12,3,4.122
NAZİLLİ FEN LİSESİ (AYDIN - NAZİLLİ),1,1,0,4.122
ÖZEL ALTINDAĞ FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - ALTINDAĞ),1,1,0,4.122
ÖZEL BATIKENT SINAV ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,1,0,4.122
ÖZEL DARUŞŞAFAKA LİSESİ (İSTANBUL - SARIYER),1,1,0,4.122
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,4.122
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,4.122
UŞAK FEN LİSESİ (UŞAK - MERKEZ),1,1,0,4.122
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,4.122
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,0,1,4.122
ATATÜRK LİSESİ (İZMİR - KONAK),1,1,0,4.122
AZİZ ATİK FEN LİSESİ (SAMSUN - İLKADIM),1,1,0,4.122
HATAY FEN LİSESİ (HATAY - ANTAKYA),1,0,1,4.122
HÜSEYİN GİRENES FEN LİSESİ (ANTALYA - ALANYA),1,1,0,4.122
KASTAMONU FEN LİSESİ (KASTAMONU - MERKEZ),1,1,0,4.122
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),1,1,0,4.122
Toplam,21,16,5,4.270
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),1,1,0,4.270
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,1,0,4.270
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),1,1,0,4.270
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,4.270
KOCAHASANLI ANADOLU LİSESİ (MERSİN - ERDEMLİ),1,0,1,4.270
MALATYA ERMAN ILICAK FEN LİSESİ (MALATYA - YEŞİLYURT),1,1,0,4.270
ÖZEL BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),1,0,1,4.270
ÖZEL ENVAR FEN LİSESİ (ANTALYA - KEPEZ),1,1,0,4.270
TAVŞANLI 15 TEMMUZ ŞEHİTLER FEN LİSESİ (KÜTAHYA - TAVŞANLI),1,1,0,4.270
TED KAYSERİ KOLEJİ VAKFI ÖZEL LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,4.270
ADANA FEN LİSESİ (ADANA - SEYHAN),1,1,0,4.270
TİRE BELGİN ATİLA ÇALLIOĞLU FEN LİSESİ (İZMİR - TİRE),1,1,0,4.270
VALİDEBAĞ FEN LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,4.270
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,4.270
AHMET ERDEM ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,4.270
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,4.270
ANTALYA ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,1,0,4.270
AYDIN FEN LİSESİ (AYDIN - EFELER),1,1,0,4.270
DÜZCE TURGUT ÖZAL ANADOLU LİSESİ (DÜZCE - MERKEZ),1,0,1,4.270
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,4.270
GAZİPAŞA FEN LİSESİ (ANTALYA - GAZİPAŞA),1,0,1,4.270
Toplam,52,45,7,4.344
ÇORLU BORSA İSTANBUL FEN LİSESİ (TEKİRDAĞ - ÇORLU),1,1,0,4.344
EBRU NAYİM FEN LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),1,1,0,4.344
FATİH SULTAN MEHMET ULUSLARARASI ANADOLU İMAM HATİP LİSESİ (İSTANBUL - FATİH),1,1,0,4.344
GİRESUN FEN LİSESİ (GİRESUN - MERKEZ),1,1,0,4.344
GÖLCÜK FEN LİSESİ (KOCAELİ - GÖLCÜK),1,0,1,4.344
HÜSEYİN AVNİ SÖZEN ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,4.344
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),1,1,0,4.344
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,1,0,4.344
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,1,0,4.344
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,4.344
15 TEMMUZ ŞEHİTLER FEN LİSESİ (SAKARYA - SERDİVAN),1,1,0,4.344
KAHRAMANMARAŞ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,4.344
KARABÜK MEHMET VERGİLİ FEN LİSESİ (KARABÜK - MERKEZ),2,2,0,4.344
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,4.344
MAHMUT SAMİ RAMAZANOĞLU ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),1,1,0,4.344
MEV KOLEJİ ÖZEL BÜYÜKÇEKMECE FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,4.344
MUT ANADOLU İMAM HATİP LİSESİ (MERSİN - MUT),1,1,0,4.344
NAMIK KARAMANCI FEN LİSESİ (ANTALYA - MANAVGAT),1,0,1,4.344
NİLÜFER BORSA İSTANBUL FEN LİSESİ (BURSA - NİLÜFER),1,1,0,4.344
ÖZEL ANTALYA KOLEJİ MURATPAŞA FEN LİSESİ (ANTALYA - MURATPAŞA),1,1,0,4.344
ÖZEL BAHÇEŞEHİR FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,4.344
ADANA FEN LİSESİ (ADANA - SEYHAN),1,1,0,4.344
ÖZEL BİLFEN İSKENDERUN FEN LİSESİ (HATAY - ARSUZ),1,1,0,4.344
ÖZEL ÇEKMECE DOĞA FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,4.344
ÖZEL KARDELEN FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,4.344
ÖZEL ORDU ÜNYE FİNAL AKADEMİ FEN LİSESİ (ORDU - ÜNYE),1,1,0,4.344
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,4.344
ÖZEL TAN FEN LİSESİ (BURSA - NİLÜFER),1,1,0,4.344
PERTEVNİYAL LİSESİ (İSTANBUL - FATİH),1,1,0,4.344
PROF. DR. NABİ AVCI FEN LİSESİ (İSTANBUL - ÜMRANİYE),1,1,0,4.344
REKABET KURUMU CUMHURİYET FEN LİSESİ (DİYARBAKIR - YENİŞEHİR),1,1,0,4.344
SAMSUN GARİP ZEYCAN YILDIRIM FEN LİSESİ (SAMSUN - ATAKUM),2,1,1,4.344
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,4.344
SEYHAN BORSA İSTANBUL FEN LİSESİ (ADANA - SEYHAN),1,1,0,4.344
SÜMER FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,4.344
ŞEHİT İLHAN VARANK FEN LİSESİ (İSTANBUL - MALTEPE),1,1,0,4.344
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,4.344
TED ÖZEL ATAKENT ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,0,1,4.344
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,4.344
TRABZON MERKEZ FEN LİSESİ (TRABZON - ORTAHİSAR),1,1,0,4.344
YAŞAR ACAR FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,1,0,4.344
YUSUF ZİYA ÖNER FEN LİSESİ (ANTALYA - DÖŞEMEALTI),3,3,0,4.344
ASIMIN NESLİ ANADOLU İMAM HATİP LİSESİ (AYDIN - NAZİLLİ),1,0,1,4.344
ATAKUM ANADOLU İMAM HATİP LİSESİ (SAMSUN - ATAKUM),1,1,0,4.344
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),2,2,0,4.344
ATATÜRK LİSESİ (İZMİR - KONAK),1,1,0,4.344
CAĞALOĞLU ANADOLU LİSESİ (İSTANBUL - FATİH),1,0,1,4.344
Toplam,123,112,11,4.377
ATATÜRK ÜNİVERSİTESİ SÜHEYLA SITKI ALP ÖZEL FEN LİSESİ (ERZURUM - YAKUTİYE),1,1,0,4.377
AYDIN FEN LİSESİ (AYDIN - EFELER),1,1,0,4.377
AZİZ ATİK FEN LİSESİ (SAMSUN - İLKADIM),1,1,0,4.377
BURSA ANADOLU LİSESİ (BURSA - OSMANGAZİ),2,2,0,4.377
CUMHURİYET FEN LİSESİ (ANKARA - ÇANKAYA),3,3,0,4.377
DR.BİNNAZ EGE-DR.RIDVAN EGE ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,4.377
DÜZCE FEN LİSESİ (DÜZCE - MERKEZ),1,1,0,4.377
EBRU NAYİM FEN LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),1,1,0,4.377
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,4.377
ESENYURT ANADOLU LİSESİ (İSTANBUL - ESENYURT),1,1,0,4.377
ABDULKADİR KONUKOĞLU FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,4.377
ESKİŞEHİR ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,4.377
GİRESUN FEN LİSESİ (GİRESUN - MERKEZ),2,1,1,4.377
GÖLBAŞI FEN LİSESİ (ADIYAMAN - GÖLBAŞI),1,1,0,4.377
HASAN SABRİ ÇAVUŞOĞLU FEN LİSESİ (BARTIN - MERKEZ),1,1,0,4.377
HAVVA-SEDAT AVCIOĞLU FEN LİSESİ (ANTALYA - KUMLUCA),1,1,0,4.377
HÜSEYİN GİRENES FEN LİSESİ (ANTALYA - ALANYA),2,2,0,4.377
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),1,0,1,4.377
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),1,1,0,4.377
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,1,0,4.377
KARATAY FEN LİSESİ (KONYA - KARATAY),2,2,0,4.377
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),3,1,2,4.377
KASTAMONU FEN LİSESİ (KASTAMONU - MERKEZ),2,2,0,4.377
KAYA KARAKAYA FEN LİSESİ (ELAZIĞ - MERKEZ),2,2,0,4.377
KAYSERİ FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,4.377
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),1,1,0,4.377
KİLİS ANADOLU LİSESİ (KİLİS - MERKEZ),1,1,0,4.377
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,4.377
LÜTFİ EGE ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,4.377
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),2,2,0,4.377
MAT-FKB ÖZEL GELİŞİM FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,4.377
MEHMET TEKİNALP ANADOLU LİSESİ (İSTANBUL - TUZLA),1,1,0,4.377
ADANA FEN LİSESİ (ADANA - SEYHAN),3,3,0,4.377
MUAMMER DERELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,4.377
NECMETTİN ERBAKAN FEN LİSESİ (SAKARYA - ARİFİYE),1,1,0,4.377
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,4.377
ODTÜ GELİŞTİRME VAKFI ÖZEL LİSESİ (ANKARA - ÇANKAYA),1,1,0,4.377
ORDU FEN LİSESİ (ORDU - ALTINORDU),2,2,0,4.377
ORTAKLAR FEN LİSESİ (AYDIN - GERMENCİK),1,0,1,4.377
ÖZEL AKHİSAR EKSEN OKULLARI FEN LİSESİ (MANİSA - AKHİSAR),1,1,0,4.377
ÖZEL ALTINYILDIZ FEN LİSESİ (NEVŞEHİR - MERKEZ),2,2,0,4.377
ÖZEL ANKARA MAYA FEN VE TEKNOLOJİ LİSESİ (ANKARA - GÖLBAŞI),1,1,0,4.377
ÖZEL BİLİM KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,4.377
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),3,3,0,4.377
